# Title: January 2016 - December 2017 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
NJ-025,Monmouth County,New Jersey,55.3,3.3,121,52
NJ-027,Morris County,New Jersey,52.4,3.4,125,48.9
NJ-029,Ocean County,New Jersey,55.4,3.1,122,52.3
NJ-031,Passaic County,New Jersey,52.4,3.3,124,49.1
NJ-033,Salem County,New Jersey,56.7,3.2,126,53.6
NJ-035,Somerset County,New Jersey,54.3,3.6,124,50.7
NJ-037,Sussex County,New Jersey,50.6,2.9,121,47.6
NJ-039,Union County,New Jersey,55.6,3.8,125,51.8
NJ-041,Warren County,New Jersey,51.8,3.6,125,48.2
NM-001,Bernalillo County,New Mexico,56,3.8,129,52.2
NM-003,Catron County,New Mexico,50.7,3,128,47.7
NM-005,Chaves County,New Mexico,61.2,3.4,125,57.8
NM-006,Cibola County,New Mexico,51,2.7,129,48.3
NM-007,Colfax County,New Mexico,49,2.4,129,46.6
NM-009,Curry County,New Mexico,58.4,3,124,55.4
NM-011,De Baca County,New Mexico,60.4,3.9,127,56.5
NM-013,Dona Ana County,New Mexico,63.8,3.7,128,60.1
NM-015,Eddy County,New Mexico,63.8,3.3,128,60.5
NM-017,Grant County,New Mexico,58.1,3.2,128,54.9
NM-019,Guadalupe County,New Mexico,57.4,3.3,129,54.1
NM-021,Harding County,New Mexico,56.1,2.8,128,53.3
NM-023,Hidalgo County,New Mexico,62.2,3.2,128,58.9
NM-025,Lea County,New Mexico,62.3,2.9,127,59.4
NM-027,Lincoln County,New Mexico,56.5,3.2,128,53.3
NM-028,Los Alamos County,New Mexico,49.4,3.2,129,46.2
NM-029,Luna County,New Mexico,63,3.2,127,59.8
NM-031,McKinley County,New Mexico,51.3,3,129,48.3
NM-033,Mora County,New Mexico,49.7,2.8,127,46.9
NM-035,Otero County,New Mexico,59.5,3,127,56.5
NM-037,Quay County,New Mexico,59.2,2.8,127,56.4
NM-039,Rio Arriba County,New Mexico,47.4,2.8,127,44.6
NM-041,Roosevelt County,New Mexico,59.5,3.1,127,56.4
NM-043,Sandoval County,New Mexico,52.3,3.2,128,49.2
NM-045,San Juan County,New Mexico,53.6,3.2,128,50.4
NM-047,San Miguel County,New Mexico,54.8,2.9,129,51.9
NM-049,Santa Fe County,New Mexico,51.6,3.1,129,48.5
NM-051,Sierra County,New Mexico,59.9,3.3,129,56.6
NM-053,Socorro County,New Mexico,56.4,3.4,129,53
NM-055,Taos County,New Mexico,45,2.9,127,42.1
NM-057,Torrance County,New Mexico,53.3,3.8,128,49.6
NM-059,Union County,New Mexico,53.8,2.3,127,51.5
NM-061,Valencia County,New Mexico,57.9,3.9,129,54
NY-001,Albany County,New York,49,2.7,124,46.3
NY-003,Allegany County,New York,47.3,2.5,124,44.8
NY-005,Bronx County,New York,56.4,3.8,127,52.6
NY-007,Broome County,New York,47.8,2.1,121,45.7
NY-009,Cattaraugus County,New York,47.3,2.6,124,44.7
NY-011,Cayuga County,New York,48.2,2.1,120,46.1
NY-013,Chautauqua County,New York,48.5,2.6,123,45.9
NY-015,Chemung County,New York,48.6,2.7,126,45.9
NY-017,Chenango County,New York,46.8,2.4,123,44.4
NY-019,Clinton County,New York,44.8,3,122,41.8
NY-021,Columbia County,New York,50.1,3,123,47.1
NY-023,Cortland County,New York,46.3,2.1,120,44.2
NY-025,Delaware County,New York,46.1,2.3,121,43.8
NY-027,Dutchess County,New York,51.2,3.5,125,47.8
NY-029,Erie County,New York,49.4,3.2,126,46.2
NY-031,Essex County,New York,43.2,2.8,122,40.4
NY-033,Franklin County,New York,43.3,3,122,40.3
NY-035,Fulton County,New York,46.1,2.4,123,43.7
NY-037,Genesee County,New York,49.4,3.4,127,46
NY-039,Greene County,New York,47.5,2.5,120,45
NY-041,Hamilton County,New York,42.3,2.6,120,39.8
NY-043,Herkimer County,New York,44.3,2.5,123,41.8
NY-045,Jefferson County,New York,46.5,2.9,123,43.6
NY-047,Kings County,New York,56.7,3.7,126,53
NY-049,Lewis County,New York,44.1,2.8,122,41.3
NY-051,Livingston County,New York,49.3,3,126,46.3
NY-053,Madison County,New York,46.5,2.4,122,44.1
NY-055,Monroe County,New York,50.3,3.4,127,46.9
NY-057,Montgomery County,New York,48.1,2.2,121,45.9
NY-059,Nassau County,New York,55.7,3.8,127,51.9
NY-061,New York County,New York,56.6,3.8,126,52.9
NY-063,Niagara County,New York,50.7,3.7,129,47
NY-065,Oneida County,New York,46.5,2.5,121,44
NY-067,Onondaga County,New York,48,2.3,120,45.7
NY-069,Ontario County,New York,49,2.7,124,46.3
NY-071,Orange County,New York,51.2,3.3,126,47.9
NY-073,Orleans County,New York,50.1,3.5,128,46.6
NY-075,Oswego County,New York,47.7,2.8,122,44.9
NY-077,Otsego County,New York,46.1,2.1,123,44
NY-079,Putnam County,New York,51.6,3.3,124,48.3
NY-081,Queens County,New York,56.4,3.7,126,52.7
NY-083,Rensselaer County,New York,48.9,3.2,124,45.7
NY-085,Richmond County,New York,56.5,3.7,125,52.8
NY-087,Rockland County,New York,53.3,3.6,126,49.7
NY-089,St. Lawrence County,New York,45,3.1,120,41.8
NY-091,Saratoga County,New York,48,3.1,125,44.9
NY-093,Schenectady County,New York,48.7,2.7,125,45.9
NY-095,Schoharie County,New York,46.4,2,118,44.5
NY-097,Schuyler County,New York,48.2,2.7,125,45.5
NY-099,Seneca County,New York,49.2,2.2,122,47
NY-101,Steuben County,New York,47.7,2.6,124,45.2
NY-103,Suffolk County,New York,53.8,3.5,125,50.3
NY-105,Sullivan County,New York,48,2.8,121,45.2
NY-107,Tioga County,New York,48.1,2.3,124,45.8
NY-109,Tompkins County,New York,47.7,2.1,122,45.6
NY-111,Ulster County,New York,49,3,124,46
NY-113,Warren County,New York,45.3,3,124,42.3
NY-115,Washington County,New York,48,3.4,127,44.5
NY-117,Wayne County,New York,48.8,2.2,120,46.7
NY-119,Westchester County,New York,53.7,3.7,125,50
NY-121,Wyoming County,New York,47.7,3,126,44.7
NY-123,Yates County,New York,48.9,2.8,124,46.2
NC-001,Alamance County,North Carolina,60.4,2.3,127,58.1
NC-003,Alexander County,North Carolina,59.2,2.1,128,57.1
NC-005,Alleghany County,North Carolina,53.5,2.6,126,50.9
NC-007,Anson County,North Carolina,63.7,2.9,129,60.8
NC-009,Ashe County,North Carolina,52.1,2.2,126,49.9
NC-011,Avery County,North Carolina,51.7,2.6,128,49.2
NC-013,Beaufort County,North Carolina,63.5,2.5,128,61
NC-015,Bertie County,North Carolina,61.7,2.3,126,59.4
NC-017,Bladen County,North Carolina,63.8,2.2,128,61.7
NC-019,Brunswick County,North Carolina,64.6,2.2,127,62.5
NC-021,Buncombe County,North Carolina,55.7,2.5,129,53.2
NC-023,Burke County,North Carolina,59.2,2.4,128,56.8
NC-025,Cabarrus County,North Carolina,61.8,2.4,129,59.4
NC-027,Caldwell County,North Carolina,58.7,2.3,128,56.4
NC-029,Camden County,North Carolina,61.4,2.3,122,59.2
NC-031,Carteret County,North Carolina,64.7,2.4,127,62.3
NC-033,Caswell County,North Carolina,59.6,1.9,126,57.7
NC-035,Catawba County,North Carolina,60.3,2.3,128,57.9
NC-037,Chatham County,North Carolina,61.5,2.3,127,59.1
NC-039,Cherokee County,North Carolina,57.1,1.3,121,55.8
NC-041,Chowan County,North Carolina,62.2,2.5,124,59.8
NC-043,Clay County,North Carolina,56.1,1.9,125,54.2
NC-045,Cleveland County,North Carolina,60.9,2.3,129,58.6
NC-047,Columbus County,North Carolina,64.3,2.2,128,62.1
NC-049,Craven County,North Carolina,63.7,2.4,127,61.3
NC-051,Cumberland County,North Carolina,63.7,2.5,127,61.2
NC-053,Currituck County,North Carolina,61.6,2.3,122,59.4
NC-055,Dare County,North Carolina,62.8,1.6,121,61.2
NC-057,Davidson County,North Carolina,60.5,2.5,129,58
NC-059,Davie County,North Carolina,59.9,2.6,128,57.3
NC-061,Duplin County,North Carolina,63.2,2.1,128,61
NC-063,Durham County,North Carolina,60.7,2.4,128,58.3
NC-065,Edgecombe County,North Carolina,61.6,2,124,59.5
NC-067,Forsyth County,North Carolina,59.8,2.8,129,57.1
NC-069,Franklin County,North Carolina,61,2.7,127,58.3
NC-071,Gaston County,North Carolina,61.9,3,128,58.9
NC-073,Gates County,North Carolina,61,2,123,59
NC-075,Graham County,North Carolina,55.1,1.6,124,53.6
NC-077,Granville County,North Carolina,60.1,2.7,127,57.4
NC-079,Greene County,North Carolina,62.9,2.3,128,60.5
NC-081,Guilford County,North Carolina,60.3,2.6,129,57.7
NC-083,Halifax County,North Carolina,61.1,2.5,126,58.6
NC-085,Harnett County,North Carolina,62.8,2.5,128,60.3
NC-087,Haywood County,North Carolina,52.5,2.1,129,50.4
NC-089,Henderson County,North Carolina,57,2.4,129,54.6
NC-091,Hertford County,North Carolina,60.9,2,123,58.9
NC-093,Hoke County,North Carolina,63.5,2.8,128,60.7
NC-095,Hyde County,North Carolina,64.1,2.4,127,61.7
NC-097,Iredell County,North Carolina,59.8,2.3,126,57.5
NC-099,Jackson County,North Carolina,53.8,1.9,126,51.9
NC-101,Johnston County,North Carolina,62.9,2.7,129,60.2
NC-103,Jones County,North Carolina,63.4,2.4,127,61
NC-105,Lee County,North Carolina,62.3,2.6,129,59.7
NC-107,Lenoir County,North Carolina,63.2,2.4,129,60.8
NC-109,Lincoln County,North Carolina,61,2.7,129,58.3
NC-111,McDowell County,North Carolina,58.3,2.4,128,55.8
NC-113,Macon County,North Carolina,55,2,126,53
NC-115,Madison County,North Carolina,56.1,2.3,128,53.8
NC-117,Martin County,North Carolina,62.3,2.5,126,59.8
NC-119,Mecklenburg County,North Carolina,62.2,2.8,128,59.4
NC-121,Mitchell County,North Carolina,53,2.4,128,50.6
NC-123,Montgomery County,North Carolina,62.6,2.8,128,59.8
NC-125,Moore County,North Carolina,62.9,3,128,59.9
NC-127,Nash County,North Carolina,61.3,2.4,127,58.8
NC-129,New Hanover County,North Carolina,64.8,2.3,127,62.4
NC-131,Northampton County,North Carolina,60.8,2.2,125,58.5
NC-133,Onslow County,North Carolina,63.9,2.3,126,61.6
NC-135,Orange County,North Carolina,60.2,2.3,127,57.9
NC-137,Pamlico County,North Carolina,64.2,2.3,125,62
NC-139,Pasquotank County,North Carolina,61.7,2.3,123,59.4
NC-141,Pender County,North Carolina,64,2.2,127,61.7
NC-143,Perquimans County,North Carolina,62,2.4,124,59.5
NC-145,Person County,North Carolina,59.5,2.4,128,57.1
NC-147,Pitt County,North Carolina,62.8,2.3,127,60.5
NC-149,Polk County,North Carolina,60.9,2.6,128,58.3
NC-151,Randolph County,North Carolina,61.1,2.4,127,58.7
NC-153,Richmond County,North Carolina,63.9,3.2,129,60.7
NC-155,Robeson County,North Carolina,64.2,2.5,126,61.7
NC-157,Rockingham County,North Carolina,59.8,2.4,128,57.4
NC-159,Rowan County,North Carolina,60.6,2.3,129,58.3
NC-161,Rutherford County,North Carolina,60.7,2.4,129,58.3
NC-163,Sampson County,North Carolina,63.3,2.3,128,61
NC-165,Scotland County,North Carolina,64,3,127,61
NC-167,Stanly County,North Carolina,62.4,2.4,129,60
NC-169,Stokes County,North Carolina,59.3,2.9,129,56.5
NC-171,Surry County,North Carolina,58.2,2.8,128,55.5
NC-173,Swain County,North Carolina,53.5,1.9,129,51.6
NC-175,Transylvania County,North Carolina,55.8,2.5,129,53.3
NC-177,Tyrrell County,North Carolina,63,2.3,125,60.7
NC-179,Union County,North Carolina,62.8,2.7,129,60.1
NC-181,Vance County,North Carolina,60.3,2.8,127,57.5
NC-183,Wake County,North Carolina,61.6,2.4,127,59.2
NC-185,Warren County,North Carolina,60.8,3,129,57.8
NC-187,Washington County,North Carolina,62.8,2.7,127,60.1
NC-189,Watauga County,North Carolina,52.4,2.4,127,50
NC-191,Wayne County,North Carolina,63.2,2.6,129,60.6
NC-193,Wilkes County,North Carolina,58.3,2.6,127,55.7
NC-195,Wilson County,North Carolina,62.2,2.3,127,59.9
NC-197,Yadkin County,North Carolina,59.1,2.5,127,56.5
NC-199,Yancey County,North Carolina,52.8,2.3,128,50.4
ND-001,Adams County,North Dakota,44.8,3.3,123,41.5
ND-003,Barnes County,North Dakota,43.5,3.8,128,39.7
ND-005,Benson County,North Dakota,41.7,3.8,125,37.9
ND-007,Billings County,North Dakota,44.4,2.9,122,41.5
ND-009,Bottineau County,North Dakota,41.6,3.7,126,37.8
ND-011,Bowman County,North Dakota,44.8,2.8,121,42
ND-013,Burke County,North Dakota,41.2,3.5,126,37.7
ND-015,Burleigh County,North Dakota,43.8,3.6,125,40.2
ND-017,Cass County,North Dakota,44.3,3.8,128,40.5
ND-019,Cavalier County,North Dakota,40.1,3.9,126,36.1
ND-021,Dickey County,North Dakota,44.5,3.4,127,41.1
ND-023,Divide County,North Dakota,42.1,4.1,126,37.9
ND-025,Dunn County,North Dakota,43.9,3.1,123,40.8
ND-027,Eddy County,North Dakota,42.1,3.5,123,38.6
ND-029,Emmons County,North Dakota,44.3,2.9,122,41.4
ND-031,Foster County,North Dakota,42.3,3.4,123,39
ND-033,Golden Valley County,North Dakota,44.7,2.8,123,41.9
ND-035,Grand Forks County,North Dakota,42.8,3.9,127,39
ND-037,Grant County,North Dakota,44.7,3.2,123,41.5
ND-039,Griggs County,North Dakota,42,3.5,124,38.5
ND-041,Hettinger County,North Dakota,44.2,3.1,123,41.1
ND-043,Kidder County,North Dakota,42.7,3.2,123,39.5
ND-045,LaMoure County,North Dakota,44.2,3.5,127,40.6
ND-047,Logan County,North Dakota,43,3,123,40
ND-049,McHenry County,North Dakota,42.7,3.6,126,39.1
ND-051,McIntosh County,North Dakota,43.3,2.8,123,40.4
ND-053,McKenzie County,North Dakota,44.2,3.5,126,40.7
ND-055,McLean County,North Dakota,43.7,3.6,125,40.1
ND-057,Mercer County,North Dakota,44.2,3.3,124,40.9
ND-059,Morton County,North Dakota,44.4,3.3,124,41.1
ND-061,Mountrail County,North Dakota,42.6,3.7,126,38.9
ND-063,Nelson County,North Dakota,41.3,3.5,124,37.8
ND-065,Oliver County,North Dakota,44.1,3.2,124,40.9
ND-067,Pembina County,North Dakota,41.8,4.2,127,37.5
ND-069,Pierce County,North Dakota,41.6,3.9,126,37.7
ND-071,Ramsey County,North Dakota,41.2,3.6,125,37.6
ND-073,Ransom County,North Dakota,44.5,3.5,126,41
ND-075,Renville County,North Dakota,42.1,3.4,126,38.7
ND-077,Richland County,North Dakota,45.2,3.7,127,41.4
ND-079,Rolette County,North Dakota,40.1,4,124,36.1
ND-081,Sargent County,North Dakota,44.8,3.4,125,41.4
ND-083,Sheridan County,North Dakota,43,3.8,126,39.2
ND-085,Sioux County,North Dakota,45,3,123,42
ND-087,Slope County,North Dakota,44.8,2.7,121,42
ND-089,Stark County,North Dakota,44,2.8,122,41.2
ND-091,Steele County,North Dakota,42.1,3,124,39.1
ND-093,Stutsman County,North Dakota,43,3.4,124,39.7
ND-095,Towner County,North Dakota,40.5,4.1,125,36.4
ND-097,Traill County,North Dakota,43.2,3.3,125,40
ND-099,Walsh County,North Dakota,41.9,4,127,37.9
ND-101,Ward County,North Dakota,43,3.7,126,39.3
ND-103,Wells County,North Dakota,42.1,3.5,124,38.7
ND-105,Williams County,North Dakota,43.4,4.2,126,39.2
OH-001,Adams County,Ohio,55.5,2.7,128,52.8
OH-003,Allen County,Ohio,52.9,2.9,127,50
OH-005,Ashland County,Ohio,51.7,3,128,48.6
OH-007,Ashtabula County,Ohio,50.8,3.3,127,47.4
OH-009,Athens County,Ohio,54.8,2.8,128,51.9
OH-011,Auglaize County,Ohio,52.7,2.7,126,50.1
OH-013,Belmont County,Ohio,53.3,2.7,128,50.6
OH-015,Brown County,Ohio,55.1,2.7,128,52.4
OH-017,Butler County,Ohio,55.1,2.9,128,52.3
OH-019,Carroll County,Ohio,52.5,3.3,128,49.2
OH-021,Champaign County,Ohio,52.9,2.6,127,50.2
OH-023,Clark County,Ohio,53.4,2.6,127,50.8
OH-025,Clermont County,Ohio,55.4,2.6,127,52.9
OH-027,Clinton County,Ohio,54.3,3,128,51.3
OH-029,Columbiana County,Ohio,51.8,2.9,126,48.9
OH-031,Coshocton County,Ohio,52.9,2.9,128,50
OH-033,Crawford County,Ohio,52.3,3.3,128,49
OH-035,Cuyahoga County,Ohio,52.8,3.6,128,49.2
OH-037,Darke County,Ohio,53.6,3.3,128,50.3
OH-039,Defiance County,Ohio,52.3,3,128,49.3
OH-041,Delaware County,Ohio,53.7,2.9,128,50.8
OH-043,Erie County,Ohio,52.8,2.7,127,50.1
OH-045,Fairfield County,Ohio,54,2.7,128,51.3
OH-047,Fayette County,Ohio,54,2.8,128,51.1
OH-049,Franklin County,Ohio,54.5,2.8,128,51.7
OH-051,Fulton County,Ohio,51.9,3.1,127,48.8
OH-053,Gallia County,Ohio,55.3,1.9,124,53.5
OH-055,Geauga County,Ohio,51,3.8,128,47.2
OH-057,Greene County,Ohio,54.2,2.8,128,51.4
OH-059,Guernsey County,Ohio,53.5,2.8,128,50.6
OH-061,Hamilton County,Ohio,55.8,2.6,126,53.2
OH-063,Hancock County,Ohio,53.1,3.3,127,49.8
OH-065,Hardin County,Ohio,52.7,3,126,49.8
OH-067,Harrison County,Ohio,52.9,3,128,49.9
OH-069,Henry County,Ohio,52.7,3.2,128,49.5
OH-071,Highland County,Ohio,54.7,3,128,51.6
OH-073,Hocking County,Ohio,54.2,2.8,128,51.4
OH-075,Holmes County,Ohio,52.2,3,128,49.2
OH-077,Huron County,Ohio,52,2.7,128,49.3
OH-079,Jackson County,Ohio,54.9,2.5,127,52.4
OH-081,Jefferson County,Ohio,52.8,2.5,126,50.3
OH-083,Knox County,Ohio,52.2,2.8,128,49.3
OH-085,Lake County,Ohio,52.3,3.9,127,48.4
OH-087,Lawrence County,Ohio,56.2,2.6,128,53.6
OH-089,Licking County,Ohio,53.2,2.8,128,50.4
OH-091,Logan County,Ohio,52.5,2.8,127,49.7
OH-093,Lorain County,Ohio,52.1,2.4,126,49.8
OH-095,Lucas County,Ohio,53,3.2,125,49.7
OH-097,Madison County,Ohio,53.7,2.7,128,50.9
OH-099,Mahoning County,Ohio,51.9,3.7,128,48.1
OH-101,Marion County,Ohio,53.2,3.2,128,50
OH-103,Medina County,Ohio,52.2,3.1,128,49.1
OH-105,Meigs County,Ohio,54.8,2,125,52.8
OH-107,Mercer County,Ohio,52.7,2.8,126,49.9
OH-109,Miami County,Ohio,53.9,2.9,128,51
OH-111,Monroe County,Ohio,53.7,2.5,128,51.2
OH-113,Montgomery County,Ohio,54.5,2.9,126,51.6
OH-115,Morgan County,Ohio,54.4,2.9,128,51.5
OH-117,Morrow County,Ohio,52.3,3.1,128,49.2
OH-119,Muskingum County,Ohio,53.9,3.1,128,50.8
OH-121,Noble County,Ohio,54,2.8,128,51.2
OH-123,Ottawa County,Ohio,53.3,3.2,128,50.1
OH-125,Paulding County,Ohio,52.8,3.1,128,49.7
OH-127,Perry County,Ohio,53.8,2.9,128,50.8
OH-129,Pickaway County,Ohio,54.8,2.7,128,52.1
OH-131,Pike County,Ohio,55.4,3,128,52.4
OH-133,Portage County,Ohio,52,4.1,128,47.9
OH-135,Preble County,Ohio,53.7,3,128,50.7
OH-137,Putnam County,Ohio,53.1,3.2,128,49.9
OH-139,Richland County,Ohio,51.7,3.3,127,48.3
OH-141,Ross County,Ohio,55.1,2.9,128,52.2
OH-143,Sandusky County,Ohio,53.2,3.1,128,50.1
OH-145,Scioto County,Ohio,55.8,2.8,128,53
OH-147,Seneca County,Ohio,52.7,3,128,49.7
OH-149,Shelby County,Ohio,52.9,2.8,127,50.1
OH-151,Stark County,Ohio,52.8,4,127,48.8
OH-153,Summit County,Ohio,53.1,4.2,127,49
OH-155,Trumbull County,Ohio,51.4,3.7,128,47.7
OH-157,Tuscarawas County,Ohio,53,3.2,128,49.8
OH-159,Union County,Ohio,53.4,2.9,128,50.5
OH-161,Van Wert County,Ohio,52.7,2.8,127,49.9
OH-163,Vinton County,Ohio,54.5,2.6,127,51.9
OH-165,Warren County,Ohio,55.2,3,128,52.2
OH-167,Washington County,Ohio,55.1,2.9,128,52.3
OH-169,Wayne County,Ohio,52,3,128,49
OH-171,Williams County,Ohio,51.5,3,127,48.4
OH-173,Wood County,Ohio,53.3,3.4,127,49.9
OH-175,Wyandot County,Ohio,53,3.2,127,49.9
OK-001,Adair County,Oklahoma,60.8,2.2,126,58.6
OK-003,Alfalfa County,Oklahoma,60.5,2.5,125,58
OK-005,Atoka County,Oklahoma,64.3,2.4,128,62
OK-007,Beaver County,Oklahoma,59.1,2.4,125,56.7
OK-009,Beckham County,Oklahoma,62.1,2.7,127,59.4
OK-011,Blaine County,Oklahoma,61.5,2.6,125,59
OK-013,Bryan County,Oklahoma,65.1,2.5,127,62.7
OK-015,Caddo County,Oklahoma,62.7,2.7,127,59.9
OK-017,Canadian County,Oklahoma,62.5,3,128,59.4
OK-019,Carter County,Oklahoma,64.2,1.7,123,62.4
OK-021,Cherokee County,Oklahoma,61.7,2.2,124,59.5
OK-023,Choctaw County,Oklahoma,64.9,2.7,128,62.2
OK-025,Cimarron County,Oklahoma,56.5,1.9,125,54.5
OK-027,Cleveland County,Oklahoma,63.2,2.7,129,60.5
OK-029,Coal County,Oklahoma,64.1,2.2,128,61.9
OK-031,Comanche County,Oklahoma,63.3,2.1,124,61.2
OK-033,Cotton County,Oklahoma,64.3,1.9,121,62.4
OK-035,Craig County,Oklahoma,60.5,1.9,122,58.6
OK-037,Creek County,Oklahoma,62.1,2.2,126,59.9
OK-039,Custer County,Oklahoma,61.5,2.6,126,58.9
OK-041,Delaware County,Oklahoma,60.6,2.1,124,58.5
OK-043,Dewey County,Oklahoma,60.6,2.4,125,58.2
OK-045,Ellis County,Oklahoma,59.9,2.6,126,57.3
OK-047,Garfield County,Oklahoma,61.3,2.7,127,58.6
OK-049,Garvin County,Oklahoma,63.6,2.1,125,61.6
OK-051,Grady County,Oklahoma,63.4,3.1,128,60.3
OK-053,Grant County,Oklahoma,60.8,2.7,125,58
OK-055,Greer County,Oklahoma,62.9,2.5,126,60.5
OK-057,Harmon County,Oklahoma,63.2,2.4,124,60.8
OK-059,Harper County,Oklahoma,59.6,2.2,123,57.4
OK-061,Haskell County,Oklahoma,63.6,2.5,126,61.1
OK-063,Hughes County,Oklahoma,63.5,2.3,126,61.1
OK-065,Jackson County,Oklahoma,63.8,2.4,125,61.5
OK-067,Jefferson County,Oklahoma,64.7,1.7,121,62.9
OK-069,Johnston County,Oklahoma,64.1,1.9,124,62.1
OK-071,Kay County,Oklahoma,60.9,2.6,125,58.3
OK-073,Kingfisher County,Oklahoma,62.1,2.4,126,59.7
OK-075,Kiowa County,Oklahoma,63,2.4,126,60.5
OK-077,Latimer County,Oklahoma,63.4,2.5,127,60.9
OK-079,Le Flore County,Oklahoma,63.1,2.8,128,60.3
OK-081,Lincoln County,Oklahoma,62.4,2,124,60.4
OK-083,Logan County,Oklahoma,62.2,2.4,127,59.7
OK-085,Love County,Oklahoma,64.8,1.7,123,63.1
OK-087,McClain County,Oklahoma,63.5,2.9,129,60.7
OK-089,McCurtain County,Oklahoma,64.2,3.2,129,61
OK-091,McIntosh County,Oklahoma,63.6,2.4,126,61.2
OK-093,Major County,Oklahoma,61,2.4,125,58.6
OK-095,Marshall County,Oklahoma,64.7,1.9,124,62.8
OK-097,Mayes County,Oklahoma,61.5,1.9,123,59.6
OK-099,Murray County,Oklahoma,63.7,1.8,122,61.9
OK-101,Muskogee County,Oklahoma,63.2,2.4,126,60.8
OK-103,Noble County,Oklahoma,61.5,2.5,127,59
OK-105,Nowata County,Oklahoma,60.7,2.1,124,58.6
OK-107,Okfuskee County,Oklahoma,62.8,2.1,125,60.7
OK-109,Oklahoma County,Oklahoma,62.8,2.7,128,60.1
OK-111,Okmulgee County,Oklahoma,63,2.2,125,60.8
OK-113,Osage County,Oklahoma,60.7,2.1,123,58.6
OK-115,Ottawa County,Oklahoma,60.6,2.4,126,58.2
OK-117,Pawnee County,Oklahoma,61.5,2.2,125,59.3
OK-119,Payne County,Oklahoma,61.7,2.2,124,59.6
OK-121,Pittsburg County,Oklahoma,63.8,2.4,127,61.4
OK-123,Pontotoc County,Oklahoma,63.4,2,125,61.4
OK-125,Pottawatomie County,Oklahoma,63.1,2.2,126,60.9
OK-127,Pushmataha County,Oklahoma,63.8,2.7,128,61.1
OK-129,Roger Mills County,Oklahoma,61.2,2.8,127,58.4
OK-131,Rogers County,Oklahoma,61.9,2.5,128,59.5
OK-133,Seminole County,Oklahoma,63,2.1,125,60.9
OK-135,Sequoyah County,Oklahoma,62.9,2.5,127,60.5
OK-137,Stephens County,Oklahoma,63.7,1.9,124,61.7
OK-139,Texas County,Oklahoma,58.1,2.1,124,56
OK-141,Tillman County,Oklahoma,64.3,2.2,125,62.1
OK-143,Tulsa County,Oklahoma,62.5,2.6,129,59.9
OK-145,Wagoner County,Oklahoma,62.7,2.3,125,60.5
OK-147,Washington County,Oklahoma,60.9,2.3,127,58.6
OK-149,Washita County,Oklahoma,62.2,2.6,127,59.6
OK-151,Woods County,Oklahoma,59.8,2.3,125,57.5
OK-153,Woodward County,Oklahoma,59.9,2.3,125,57.6
OR-001,Baker County,Oregon,46.3,1.9,122,44.4
OR-003,Benton County,Oregon,53.2,1.7,121,51.5
OR-005,Clackamas County,Oregon,49.2,1.7,118,47.6
OR-007,Clatsop County,Oregon,50.9,2,125,48.9
OR-009,Columbia County,Oregon,51.6,1.9,123,49.7
OR-011,Coos County,Oregon,53.6,2.3,124,51.3
OR-013,Crook County,Oregon,46.4,1.7,117,44.7
OR-015,Curry County,Oregon,53.5,2,120,51.5
OR-017,Deschutes County,Oregon,44.7,1.3,112,43.4
OR-019,Douglas County,Oregon,51.8,2,122,49.8
OR-021,Gilliam County,Oregon,51,1.9,117,49.1
OR-023,Grant County,Oregon,45.2,1.9,123,43.3
OR-025,Harney County,Oregon,47.1,2.3,123,44.7
OR-027,Hood River County,Oregon,46.3,1.7,120,44.6
OR-029,Jackson County,Oregon,51.3,2,122,49.3
OR-031,Jefferson County,Oregon,48.1,1.7,118,46.4
OR-033,Josephine County,Oregon,52,2.2,122,49.8
OR-035,Klamath County,Oregon,45.3,2.1,119,43.3
OR-037,Lake County,Oregon,46.2,2.2,123,44
OR-039,Lane County,Oregon,50.7,1.6,120,49.1
OR-041,Lincoln County,Oregon,52.2,1.3,119,50.9
OR-043,Linn County,Oregon,50.1,1.6,120,48.5
OR-045,Malheur County,Oregon,48.9,1.9,120,47
OR-047,Marion County,Oregon,50.7,1.6,118,49
OR-049,Morrow County,Oregon,50.5,2,119,48.5
OR-051,Multnomah County,Oregon,52.3,1.8,121,50.5
OR-053,Polk County,Oregon,52.7,1.8,123,50.9
OR-055,Sherman County,Oregon,50.8,1.8,118,49
OR-057,Tillamook County,Oregon,50.3,1.6,122,48.7
OR-059,Umatilla County,Oregon,49.6,2.1,123,47.5
OR-061,Union County,Oregon,45.4,2,124,43.4
OR-063,Wallowa County,Oregon,44.6,1.9,122,42.6
OR-065,Wasco County,Oregon,49,1.6,118,47.4
OR-067,Washington County,Oregon,51.9,1.8,122,50.1
OR-069,Wheeler County,Oregon,47.8,1.5,114,46.3
OR-071,Yamhill County,Oregon,52.7,1.7,124,51
PA-001,Adams County,Pennsylvania,53.8,2.7,123,51.1
PA-003,Allegheny County,Pennsylvania,53.3,2.6,127,50.7
PA-005,Armstrong County,Pennsylvania,51.4,2.7,126,48.7
PA-007,Beaver County,Pennsylvania,52.3,2.3,125,50
PA-009,Bedford County,Pennsylvania,51.7,2.1,122,49.6
PA-011,Berks County,Pennsylvania,53.6,3.1,125,50.6
